0,2
85637,0
51007,0
38381,0
74035,0
11790,1
50433,0
40208,0
30413,0
17078,1
12917,0
96826,4
74871,0
20708,1
47989,0
54565,0
37153,0
91980,0
59270,0
61475,0
76272,0
48159,0
29614,0
57384,0
87557,0
48602,1
56552,0
58782,0
74108,0
27954,0
41835,0
78949,0
94706,2
52219,0
32180,0
56543,0
50835,0
14514,0
35207,0
72130,0
46816,1
3832,0
33194,1
50554,0
5056,0
48348,1
44814,0
99550,0
12058,0
50107,0
30034,1
78216,2
65788,0
78393,0
49008,1
97819,0
39739,0
27862,0
23064,0
65203,3
13326,1
1077,0
35243,1
60563,2
59026,0
54437,0
74740,0
71354,0
63774,0
81642,0
7939,0
67206,1
21787,0
58038,0
34981,0
85382,2
50551,0
63115,0
61037,0
17027,0
38642,0
48340,1
48461,0
34292,1
8105,0
68128,1
30577,0
36476,0
24540,1
27568,0
67364,0
48917,2
17762,0
97034,1
7086,1
68843,0
61014,0
72727,0
38761,0
64733,0
1879,1
911,0
43314,0
49252,0
13402,0
68943,0
8048,1
79252,0
67005,1
89430,0
27531,0
33319,2
68446,0
96726,0
18414,0
5682,0
87506,1
70753,0
36871,0
69153,0
5046,0
60476,0
12768,0
5738,0
56262,0
63103,1
98028,1
1129,0
74403,1
57258,0
80132,1
79357,0
80726,1
28732,1
12935,0
21866,0
29673,1
62236,0
94938,0
84414,1
85004,1
92267,0
97352,0
91723,1
5640,0
73095,0
54515,0
47230,0
8691,1
12054,1
38858,0
80910,1
47247,0
58565,0
10931,0
5055,0
87753,0
30622,1
62901,2
27201,0
15477,0
31629,0
90747,0
15075,0
98146,1
97014,0
74145,1
12161,0
42328,0
15449,0
15698,0
61421,0
41822,0
61282,0
89404,0
98338,1
27712,1
12077,1
37160,1
23967,0
17201,1
23840,0
54476,1
72579,0
43805,0
95383,0
55985,0
36863,0
61353,0
82219,0
65611,0
83445,0
63878,0
68631,0
4543,0
56470,0
92084,1
13801,0
54180,0
91210,1
59211,0
94576,0
92612,3
57779,0
70116,1
52164,0
77961,0
37333,0
87117,0
95350,2
22821,0
12921,0
50208,1
66864,0
71427,0
40844,0
23160,0
15338,0
12193,0
38827,0
20011,3
66939,0
54517,0
55105,2
60607,4
25143,0
17314,0
77535,1
53088,0
54017,1
98148,1
13838,0
7440,0
70345,0
29113,0
59729,0
28374,1
93551,2
59483,0
1001,1
42280,0
76140,0
62537,0
37620,1
84041,1
49411,0
85324,0
92539,0
97825,0
78376,0
24572,1
84722,0
7481,1
29588,1
77084,3
80231,2
81657,1
89029,0
4853,0
61749,0
15926,0
80547,0
63701,2
26817,0
62245,0
64646,0
36477,0
54985,0
29924,0
55710,0
41093,0
64784,0
57373,0
60043,1
28579,0
80840,0
23838,0
92359,0
76710,1
92835,2
48634,0
8859,1
17262,0
81332,0
67454,0
32804,1
76464,0
28318,0
84069,0
74457,0
96813,3
45898,0
6754,0
45636,0
40215,1
44880,0
60503,1
87564,0
14711,0
88312,0
93555,1
29944,0
60922,0
72945,0
11933,0
80221,1
41016,0
40223,1
45859,0
39169,0
63645,0
88343,0
735,0
73098,0
5751,0
57367,0
38945,0
30275,0
11215,4
28726,0
43155,0
3858,0
56088,0
23839,0
24550,0
71227,0
5355,0
13205,0
82604,1
43605,1
4939,0
24854,0
49458,0
67646,0
61545,0
65075,0
40031,0
7044,1
63868,0
5763,0
25142,0
58533,0
32081,0
64138,1
73842,0
98342,0
77873,0
14145,0
5748,0
72562,0
43128,0
35473,1
49254,0
45459,1
28465,0
63935,0
73901,1
18454,0
95112,3
84732,0
98628,0
82731,0
97738,0
32970,0
33950,1
72005,0
4276,0
78932,0
32043,1
80514,0
54473,0
59421,0
31316,0
28216,2
70706,1
16117,1
52346,0
918,1
39358,0
84712,0
39577,0
28583,0
28619,0
14092,0
97486,0
59466,0
19060,1
15072,0
60089,2
27341,0
78594,0
50233,0
72903,1
29829,0
65634,0
30660,0
79403,0
29540,0
53936,0
85353,1
37351,0
1062,1
56236,0
39352,0
27105,1
61417,0
43613,1
58572,0
14874,0
26425,0
59531,0
67159,0
81413,0
